Act Title,PDF URL
Supply of Goods Act 1982,https://sso.agc.gov.sg/Act/SGA1982?ViewType=Pdf&_=20241231102308
Supreme Court of Judicature Act 1969,https://sso.agc.gov.sg/Act/SCJA1969?ViewType=Pdf&_=20250529104213
Telecommunications Act 1999,https://sso.agc.gov.sg/Act/TA1999?ViewType=Pdf&_=20250308183045
Temasek Polytechnic Act 1990,https://sso.agc.gov.sg/Act/TPA1990?ViewType=Pdf&_=20241205125035
Termination of Pregnancy Act 1974,https://sso.agc.gov.sg/Act/TPA1974?ViewType=Pdf&_=20250527030737
Terrorism (Suppression of Bombings) Act 2007,https://sso.agc.gov.sg/Act/TSBA2007?ViewType=Pdf&_=20250308183538
Terrorism (Suppression of Financing) Act 2002,https://sso.agc.gov.sg/Act/TSFA2002?ViewType=Pdf&_=20250509195445
Terrorism (Suppression of Misuse of Radioactive Material) Act 2017,https://sso.agc.gov.sg/Act/TSMRMA2017?ViewType=Pdf&_=20241231105322
The Kwong-Wai-Shiu Free Hospital (Transfer of Undertaking and Dissolution) Act 2017,https://sso.agc.gov.sg/Act/TKWSFHTUDA2017?ViewType=Pdf&_=20240516183309
Third Parties (Rights Against Insurers) Act 1930,https://sso.agc.gov.sg/Act/TPRAIA1930?ViewType=Pdf&_=20220405202810
Tobacco (Control of Advertisements and Sale) Act 1993,https://sso.agc.gov.sg/Act/TCASA1993?ViewType=Pdf&_=20250527022907
Tokyo Convention Act 1971,https://sso.agc.gov.sg/Act/TCA1971?ViewType=Pdf&_=20241231102308
Town Councils Act 1988,https://sso.agc.gov.sg/Act/TCA1988?ViewType=Pdf&_=20241018145209
Trade Disputes Act 1941,https://sso.agc.gov.sg/Act/TDA1941?ViewType=Pdf&_=20241205125505
Trade Marks Act 1998,https://sso.agc.gov.sg/Act/TMA1998?ViewType=Pdf&_=20250509195407
Trade Unions Act 1940,https://sso.agc.gov.sg/Act/TUA1940?ViewType=Pdf&_=20241205125505
Traditional Chinese Medicine Practitioners Act 2000,https://sso.agc.gov.sg/Act/TCMPA2000?ViewType=Pdf&_=20250519111658
Transboundary Haze Pollution Act 2014,https://sso.agc.gov.sg/Act/THPA2014?ViewType=Pdf&_=20250102155233
Transport Safety Investigations Act 2018,https://sso.agc.gov.sg/Act/TSIA2018?ViewType=Pdf&_=20250110022607
Transport Sector (Critical Firms) Act 2024,https://sso.agc.gov.sg/Act/TSCFA2024?ViewType=Pdf&_=20250328183657
Travel Agents Act 1975,https://sso.agc.gov.sg/Act/TAA1975?ViewType=Pdf&_=20250527022835
"Treasurer of Presbyterian Church, Singapore Ordinance 1899",https://sso.agc.gov.sg/Act/TPCSO1899?ViewType=Pdf&_=20230420164856
Trust Companies Act 2005,https://sso.agc.gov.sg/Act/TCA2005?ViewType=Pdf&_=20250509195407
Trustees Act 1967,https://sso.agc.gov.sg/Act/TA1967?ViewType=Pdf&_=20241227211313
Undesirable Publications Act 1967,https://sso.agc.gov.sg/Act/UPA1967?ViewType=Pdf&_=20250509195407
Unfair Contract Terms Act 1977,https://sso.agc.gov.sg/Act/UCTA1977?ViewType=Pdf&_=20230420164856
United Nations Act 2001,https://sso.agc.gov.sg/Act/UNA2001?ViewType=Pdf&_=20240705030900
United Nations Personnel Act 2011,https://sso.agc.gov.sg/Act/UNPA2011?ViewType=Pdf&_=20250228123544
Urban Redevelopment Authority Act 1989,https://sso.agc.gov.sg/Act/URAA1989?ViewType=Pdf&_=20250308203742
Vandalism Act 1966,https://sso.agc.gov.sg/Act/VA1966?ViewType=Pdf&_=20230227142843
Variable Capital Companies Act 2018,https://sso.agc.gov.sg/Act/VCCA2018?ViewType=Pdf&_=20250509195508
Victoria Theatre Act 1903,https://sso.agc.gov.sg/Act/VTA1903?ViewType=Pdf&_=20230420164856
Vigilante Corps Act 1967,https://sso.agc.gov.sg/Act/VCA1967?ViewType=Pdf&_=20241231102222
Visiting Forces Act 1960,https://sso.agc.gov.sg/Act/VFA1960?ViewType=Pdf&_=20220616163217
Voluntary Sterilisation Act 1974,https://sso.agc.gov.sg/Act/VSA1974?ViewType=Pdf&_=20240613135354
Vulnerable Adults Act 2018,https://sso.agc.gov.sg/Act/VAA2018?ViewType=Pdf&_=20241205125418
Weights and Measures Act 1975,https://sso.agc.gov.sg/Act/WMA1975?ViewType=Pdf&_=20240719004608
Wholesome Meat and Fish Act 1999,https://sso.agc.gov.sg/Act/WMFA1999?ViewType=Pdf&_=20250407180659
Widows’ and Orphans’ Pension Act 1904,https://sso.agc.gov.sg/Act/WOPA1904?ViewType=Pdf&_=20241004121436
Wildlife Act 1965,https://sso.agc.gov.sg/Act/WA1965?ViewType=Pdf&_=20250509113348
Wills Act 1838,https://sso.agc.gov.sg/Act/WA1838?ViewType=Pdf&_=20250308183737
Women’s Charter 1961,https://sso.agc.gov.sg/Act/WC1961?ViewType=Pdf&_=20250509195407
Work Injury Compensation Act 2019,https://sso.agc.gov.sg/Act/WICA2019?ViewType=Pdf&_=20241205153423
Workforce Singapore Agency Act 2003,https://sso.agc.gov.sg/Act/WSAA2003?ViewType=Pdf&_=20250429134139
Workplace Safety and Health Act 2006,https://sso.agc.gov.sg/Act/WSHA2006?ViewType=Pdf&_=20241205171717
