Act Title,PDF URL
Jurong Town Corporation Act 1968,https://sso.agc.gov.sg/Act/JTCA1968?ViewType=Pdf&_=20250308231735
Kidnapping Act 1961,https://sso.agc.gov.sg/Act/KA1961?ViewType=Pdf&_=20240827022212
Land Acquisition Act 1966,https://sso.agc.gov.sg/Act/LAA1966?ViewType=Pdf&_=20250523160546
Land Betterment Charge Act 2021,https://sso.agc.gov.sg/Act/LBCA2021?ViewType=Pdf&_=20240829141005
Land Revenue Collection Act 1940,https://sso.agc.gov.sg/Act/LRCA1940?ViewType=Pdf&_=20241227210745
Land Surveyors Act 1991,https://sso.agc.gov.sg/Act/LSA1991?ViewType=Pdf&_=20250529125851
Land Titles (Strata) Act 1967,https://sso.agc.gov.sg/Act/LTSA1967?ViewType=Pdf&_=20250523113228
Land Titles Act 1993,https://sso.agc.gov.sg/Act/LTA1993?ViewType=Pdf&_=20241205153355
Land Transport Authority of Singapore Act 1995,https://sso.agc.gov.sg/Act/LTASA1995?ViewType=Pdf&_=20241231213635
Law Enforcement and Other Matters Act 2024,https://sso.agc.gov.sg/Act/LEOMA2024?ViewType=Pdf&_=20241231032648
Layout-Designs of Integrated Circuits Act 1999,https://sso.agc.gov.sg/Act/LDICA1999?ViewType=Pdf&_=20250102154601
Lease Agreements for Retail Premises Act 2023,https://sso.agc.gov.sg/Act/LARPA2023?ViewType=Pdf&_=20241115115713
Legal Aid and Advice Act 1995,https://sso.agc.gov.sg/Act/LAAA1995?ViewType=Pdf&_=20250509195438
Legal Profession Act 1966,https://sso.agc.gov.sg/Act/LPA1966?ViewType=Pdf&_=20250509195503
Legitimacy Act 1934,https://sso.agc.gov.sg/Act/LA1934?ViewType=Pdf&_=20221223180113
Lifelong Learning Endowment Fund Act 2001,https://sso.agc.gov.sg/Act/LLEFA2001?ViewType=Pdf&_=20240829022712
Limitation Act 1959,https://sso.agc.gov.sg/Act/LA1959?ViewType=Pdf&_=20240108155441
Limited Liability Partnerships Act 2005,https://sso.agc.gov.sg/Act/LLPA2005?ViewType=Pdf&_=20250509194745
Limited Partnerships Act 2008,https://sso.agc.gov.sg/Act/LPA2008?ViewType=Pdf&_=20241207031602
Liquor Control (Supply and Consumption) Act 2015,https://sso.agc.gov.sg/Act/LCSCA2015?ViewType=Pdf&_=20241227203747
Little Sisters of the Poor Ordinance 1957,https://sso.agc.gov.sg/Act/LSPO1957?ViewType=Pdf&_=20230420164407
Loans (International Banks) Act 1958,https://sso.agc.gov.sg/Act/LIBA1958?ViewType=Pdf&_=20250509142431
Local Forces (Relief of Financial Hardship) Act 1953,https://sso.agc.gov.sg/Act/LFRFHA1953?ViewType=Pdf&_=20240829022712
Maintenance of Parents Act 1995,https://sso.agc.gov.sg/Act/MPA1995?ViewType=Pdf&_=20241217154009
Maintenance of Religious Harmony Act 1990,https://sso.agc.gov.sg/Act/MRHA1990?ViewType=Pdf&_=20241018145338
Maintenance Orders (Reciprocal Enforcement) Act 1975,https://sso.agc.gov.sg/Act/MOREA1975?ViewType=Pdf&_=20250509142708
Manufacture of Optical Discs Act 2004,https://sso.agc.gov.sg/Act/MODA2004?ViewType=Pdf&_=20241105152301
Marine Insurance Act 1906,https://sso.agc.gov.sg/Act/MIA1906?ViewType=Pdf&_=20241231102222
Maritime and Port Authority of Singapore Act 1996,https://sso.agc.gov.sg/Act/MPASA1996?ViewType=Pdf&_=20250328160606
Maritime Conventions Act 1911,https://sso.agc.gov.sg/Act/MCA1911?ViewType=Pdf&_=20241231102222
Maritime Offences Act 2003,https://sso.agc.gov.sg/Act/MOA2003?ViewType=Pdf&_=20250228123544
Massage Establishments Act 2017,https://sso.agc.gov.sg/Act/MEA2017?ViewType=Pdf&_=20241205121833
Mediation Act 2017,https://sso.agc.gov.sg/Act/MA2017?ViewType=Pdf&_=20240112012651
"Medical (Therapy, Education and Research) Act 1972",https://sso.agc.gov.sg/Act/MTERA1972?ViewType=Pdf&_=20241129215714
Medical and Elderly Care Endowment Schemes Act 2000,https://sso.agc.gov.sg/Act/MECESA2000?ViewType=Pdf&_=20241205115001
Medical Registration Act 1997,https://sso.agc.gov.sg/Act/MRA1997?ViewType=Pdf&_=20250102161829
Medicines (Advertisement and Sale) Act 1955,https://sso.agc.gov.sg/Act/MASA1955?ViewType=Pdf&_=20250320111306
Medicines Act 1975,https://sso.agc.gov.sg/Act/MA1975?ViewType=Pdf&_=20240126194225
MediShield Life Scheme Act 2015,https://sso.agc.gov.sg/Act/MLSA2015?ViewType=Pdf&_=20250328160606
Mental Capacity Act 2008,https://sso.agc.gov.sg/Act/MCA2008?ViewType=Pdf&_=20250308213736
Mental Health (Care and Treatment) Act 2008,https://sso.agc.gov.sg/Act/MHCTA2008?ViewType=Pdf&_=20250102185228
Mercantile Law Amendment Act 1856,https://sso.agc.gov.sg/Act/MLAA1856?ViewType=Pdf&_=20240916204431
Merchant Shipping (Civil Liability and Compensation for Bunker Oil Pollution) Act 2008,https://sso.agc.gov.sg/Act/MSCLCBOPA2008?ViewType=Pdf&_=20240703151223
Merchant Shipping (Civil Liability and Compensation for Oil Pollution) Act 1998,https://sso.agc.gov.sg/Act/MSCLCOPA1998?ViewType=Pdf&_=20250110144025
Merchant Shipping (Maritime Labour Convention) Act 2014,https://sso.agc.gov.sg/Act/MSMLCA2014?ViewType=Pdf&_=20250507210422
Merchant Shipping (Wreck Removal) Act 2017,https://sso.agc.gov.sg/Act/MSWRA2017?ViewType=Pdf&_=20240904165051
Merchant Shipping Act 1995,https://sso.agc.gov.sg/Act/MSA1995?ViewType=Pdf&_=20250308213736
Methodist Episcopal Location Board Ordinance 1908,https://sso.agc.gov.sg/Act/MELBO1908?ViewType=Pdf&_=20220216034557
Metrication Act 1970,https://sso.agc.gov.sg/Act/MA1970?ViewType=Pdf&_=20241231102222
Military Manoeuvres Act 1905,https://sso.agc.gov.sg/Act/MMA1905?ViewType=Pdf&_=20230601202950
Minister for Finance (Incorporation) Act 1959,https://sso.agc.gov.sg/Act/MFIA1959?ViewType=Pdf&_=20241129222713
Minors’ Contracts Act 1987,https://sso.agc.gov.sg/Act/MCA1987?ViewType=Pdf&_=20231229163108
Miscellaneous Offences (Public Order and Nuisance) Act 1906,https://sso.agc.gov.sg/Act/MOPONA1906?ViewType=Pdf&_=20250322013226
Misrepresentation Act 1967,https://sso.agc.gov.sg/Act/MA1967?ViewType=Pdf&_=20220216034557
Missions Étrangères Ordinance 1891,https://sso.agc.gov.sg/Act/MEO1891?ViewType=Pdf&_=20230420164852
Misuse of Drugs Act 1973,https://sso.agc.gov.sg/Act/MDA1973?ViewType=Pdf&_=20250308213736
Monetary Authority of Singapore Act 1970,https://sso.agc.gov.sg/Act/MASA1970?ViewType=Pdf&_=20241016125813
Moneylenders Act 2008,https://sso.agc.gov.sg/Act/MA2008?ViewType=Pdf&_=20250509142623
Motor Vehicles (Third-Party Risks and Compensation) Act 1960,https://sso.agc.gov.sg/Act/MVTPRCA1960?ViewType=Pdf&_=20241205125505
Multi-Level Marketing and Pyramid Selling (Prohibition) Act 1973,https://sso.agc.gov.sg/Act/MLMPSPA1973?ViewType=Pdf&_=20240910194056
Multimodal Transport Act 2021,https://sso.agc.gov.sg/Act/MTA2021?ViewType=Pdf&_=20241014102342
Multinational Enterprise (Minimum Tax) Act 2024,https://sso.agc.gov.sg/Act/MEMTA2024?ViewType=Pdf&_=20250509140822
Mutual Assistance in Criminal Matters Act 2000,https://sso.agc.gov.sg/Act/MACMA2000?ViewType=Pdf&_=20250328031637
Mutual Benefit Organisations Act 1960,https://sso.agc.gov.sg/Act/MBOA1960?ViewType=Pdf&_=20241129222829
Nanyang Polytechnic Act 1992,https://sso.agc.gov.sg/Act/NPA1992?ViewType=Pdf&_=20240918174921
Nanyang Technological University (Corporatisation) Act 2005,https://sso.agc.gov.sg/Act/NTUCA2005?ViewType=Pdf&_=20240910194056
National Arts Council Act 1991,https://sso.agc.gov.sg/Act/NACA1991?ViewType=Pdf&_=20240910194056
National Cadet Corps Act 1972,https://sso.agc.gov.sg/Act/NCCA1972?ViewType=Pdf&_=20250308213736
National Council of Social Service Act 1992,https://sso.agc.gov.sg/Act/NCSSA1992?ViewType=Pdf&_=20241205121859
National Environment Agency Act 2002,https://sso.agc.gov.sg/Act/NEAA2002?ViewType=Pdf&_=20240918023403
National Heritage Board Act 1993,https://sso.agc.gov.sg/Act/NHBA1993?ViewType=Pdf&_=20241205125327
National Library Board Act 1995,https://sso.agc.gov.sg/Act/NLBA1995?ViewType=Pdf&_=20241205121521
National Parks Board Act 1996,https://sso.agc.gov.sg/Act/NPBA1996?ViewType=Pdf&_=20240920161011
National Productivity Fund Act 2010,https://sso.agc.gov.sg/Act/NPFA2010?ViewType=Pdf&_=20250102161138
National Registration Act 1965,https://sso.agc.gov.sg/Act/NRA1965?ViewType=Pdf&_=20250102160737
National Registry of Diseases Act 2007,https://sso.agc.gov.sg/Act/NRDA2007?ViewType=Pdf&_=20250519181733
National Research Fund Act 2006,https://sso.agc.gov.sg/Act/NRFA2006?ViewType=Pdf&_=20241129222800
National Servicemen (Employment) Act 1970,https://sso.agc.gov.sg/Act/NSEA1970?ViewType=Pdf&_=20231229110029
National Symbols Act 2022,https://sso.agc.gov.sg/Act/NSA2022?ViewType=Pdf&_=20241205124259
National University of Singapore (Corporatisation) Act 2005,https://sso.agc.gov.sg/Act/NUSCA2005?ViewType=Pdf&_=20241129222809
Newspaper and Printing Presses Act 1974,https://sso.agc.gov.sg/Act/NPPA1974?ViewType=Pdf&_=20241004165310
Ngee Ann Kongsi (Incorporation) Ordinance 1933,https://sso.agc.gov.sg/Act/NAKIO1933?ViewType=Pdf&_=20250102154601
Ngee Ann Polytechnic Act 1967,https://sso.agc.gov.sg/Act/NAPA1967?ViewType=Pdf&_=20241008013951
Notaries Public Act 1959,https://sso.agc.gov.sg/Act/NPA1959?ViewType=Pdf&_=20241014224828
Nurses and Midwives Act 1999,https://sso.agc.gov.sg/Act/NMA1999?ViewType=Pdf&_=20250320193609
Oaths and Declarations Act 2000,https://sso.agc.gov.sg/Act/ODA2000?ViewType=Pdf&_=20241018165210
Official Secrets Act 1935,https://sso.agc.gov.sg/Act/OSA1935?ViewType=Pdf&_=20250509142823
Online Criminal Harms Act 2023,https://sso.agc.gov.sg/Act/OCHA2023?ViewType=Pdf&_=20250102161905
Optometrists and Opticians Act 2007,https://sso.agc.gov.sg/Act/OOA2007?ViewType=Pdf&_=20241115120220
Organised Crime Act 2015,https://sso.agc.gov.sg/Act/OCA2015?ViewType=Pdf&_=20250318184819
Parking Places (Surcharge) Act 1975,https://sso.agc.gov.sg/Act/PPSA1975?ViewType=Pdf&_=20241111125343
Parking Places Act 1974,https://sso.agc.gov.sg/Act/PPA1974?ViewType=Pdf&_=20241205153355
Parks and Trees Act 2005,https://sso.agc.gov.sg/Act/PTA2005?ViewType=Pdf&_=20250308190407
"Parliament (Privileges, Immunities and Powers) Act 1962",https://sso.agc.gov.sg/Act/PPIPA1962?ViewType=Pdf&_=20250403160141
Parliamentary Elections Act 1954,https://sso.agc.gov.sg/Act/PEA1954?ViewType=Pdf&_=20250509195433
Parliamentary Pensions (Abolition) Act 2012,https://sso.agc.gov.sg/Act/PPAA2012?ViewType=Pdf&_=20250328150211
Parliamentary Pensions Act 1978,https://sso.agc.gov.sg/Act/PPA1978?ViewType=Pdf&_=20241109024535
Partnership Act 1890,https://sso.agc.gov.sg/Act/PA1890?ViewType=Pdf&_=20250519131438
Passports Act 2007,https://sso.agc.gov.sg/Act/PA2007?ViewType=Pdf&_=20241231111858
Patents Act 1994,https://sso.agc.gov.sg/Act/PA1994?ViewType=Pdf&_=20250403160141
Pawnbrokers Act 2015,https://sso.agc.gov.sg/Act/PA2015?ViewType=Pdf&_=20250529133414
Payment and Settlement Systems (Finality and Netting) Act 2002,https://sso.agc.gov.sg/Act/PSSFNA2002?ViewType=Pdf&_=20250308213736
Payment Services Act 2019,https://sso.agc.gov.sg/Act/PSA2019?ViewType=Pdf&_=20250403160141
Payroll Tax Act 1965,https://sso.agc.gov.sg/Act/PTA1965?ViewType=Pdf&_=20250515124445
Penal Code 1871,https://sso.agc.gov.sg/Act/PC1871?ViewType=Pdf&_=20250529132933
Pension Fund Act 1995,https://sso.agc.gov.sg/Act/PFA1995?ViewType=Pdf&_=20250519184600
Pensions (Expatriate Officers) Act,https://sso.agc.gov.sg/Act/PEOA1976?ViewType=Pdf&_=20220216033237
Pensions Act 1956,https://sso.agc.gov.sg/Act/PA1956?ViewType=Pdf&_=20241016122128
People’s Association Act 1960,https://sso.agc.gov.sg/Act/PAA1960?ViewType=Pdf&_=20250527020235
Personal Data Protection Act 2012,https://sso.agc.gov.sg/Act/PDPA2012?ViewType=Pdf&_=20250308210820
Pharmacists Registration Act 2007,https://sso.agc.gov.sg/Act/PRA2007?ViewType=Pdf&_=20250509132901
Pioneer Generation and Merdeka Generation Funds Act 2014,https://sso.agc.gov.sg/Act/PGMGFA2014?ViewType=Pdf&_=20250218124636
Planning Act 1998,https://sso.agc.gov.sg/Act/PA1998?ViewType=Pdf&_=20250308213736
Plant Varieties Protection Act 2004,https://sso.agc.gov.sg/Act/PVPA2004?ViewType=Pdf&_=20231024182532
Platform Workers Act 2024,https://sso.agc.gov.sg/Act/PWA2024?ViewType=Pdf&_=20241231213522
Point-to-Point Passenger Transport Industry Act 2019,https://sso.agc.gov.sg/Act/PPPTIA2019?ViewType=Pdf&_=20241231112128
Poisons Act 1938,https://sso.agc.gov.sg/Act/PA1938?ViewType=Pdf&_=20231201191559
Police Force Act 2004,https://sso.agc.gov.sg/Act/PFA2004?ViewType=Pdf&_=20250523170658
Policies of Assurance Act 1867,https://sso.agc.gov.sg/Act/PAA1867?ViewType=Pdf&_=20240916204407
Portuguese Missions Ordinance 1910,https://sso.agc.gov.sg/Act/PMO1910?ViewType=Pdf&_=20250509191551
Postal Services Act 1999,https://sso.agc.gov.sg/Act/PSA1999?ViewType=Pdf&_=20250123030326
"Precious Stones and Precious Metals (Prevention of Money Laundering, Terrorism Financing and Proliferation Financing) Act 2019",https://sso.agc.gov.sg/Act/PSPMPMLTFPFA2019?ViewType=Pdf&_=20240430210042
Presbyterian Church of England Mission Ordinance 1903,https://sso.agc.gov.sg/Act/PCEMO1903?ViewType=Pdf&_=20240916204407
Presbyterian Church Ordinance 1876,https://sso.agc.gov.sg/Act/PCO1876?ViewType=Pdf&_=20220216034541
Preservation of Monuments Act 2009,https://sso.agc.gov.sg/Act/PMA2009?ViewType=Pdf&_=20220722221024
Presidential Elections Act 1991,https://sso.agc.gov.sg/Act/PrEA1991?ViewType=Pdf&_=20250318181905
Prevention of Corruption Act 1960,https://sso.agc.gov.sg/Act/PCA1960?ViewType=Pdf&_=20250308203742
Prevention of Human Trafficking Act 2014,https://sso.agc.gov.sg/Act/PHTA2014?ViewType=Pdf&_=20250527020334
Prevention of Pollution of the Sea Act 1990,https://sso.agc.gov.sg/Act/PPSA1990?ViewType=Pdf&_=20250529133833
Price Control Act 1950,https://sso.agc.gov.sg/Act/PCA1950?ViewType=Pdf&_=20250527030737
Prisons Act 1933,https://sso.agc.gov.sg/Act/PA1933?ViewType=Pdf&_=20240731181508
Private Education Act 2009,https://sso.agc.gov.sg/Act/PEA2009?ViewType=Pdf&_=20250308203742
Private Security Industry Act 2007,https://sso.agc.gov.sg/Act/PSIA2007?ViewType=Pdf&_=20241018144202
Probate and Administration Act 1934,https://sso.agc.gov.sg/Act/PAA1934?ViewType=Pdf&_=20240924025421
Probation of Offenders Act 1951,https://sso.agc.gov.sg/Act/POA1951?ViewType=Pdf&_=20250529133833
Professional Engineers Act 1991,https://sso.agc.gov.sg/Act/PEA1991?ViewType=Pdf&_=20230823220047
Property Tax Act 1960,https://sso.agc.gov.sg/Act/PTA1960?ViewType=Pdf&_=20250320141254
Protection from Harassment Act 2014,https://sso.agc.gov.sg/Act/PHA2014?ViewType=Pdf&_=20241129222756
Protection from Online Falsehoods and Manipulation Act 2019,https://sso.agc.gov.sg/Act/POFMA2019?ViewType=Pdf&_=20241231102339
Public Defenders Act 2022,https://sso.agc.gov.sg/Act/PDA2022?ViewType=Pdf&_=20241205153407
Public Entertainments Act 1958,https://sso.agc.gov.sg/Act/PEA1958?ViewType=Pdf&_=20250403160141
Public Order Act 2009,https://sso.agc.gov.sg/Act/POA2009?ViewType=Pdf&_=20250529133833
Public Order and Safety (Special Powers) Act 2018,https://sso.agc.gov.sg/Act/POSSPA2018?ViewType=Pdf&_=20240627031325
Public Sector (Governance) Act 2018,https://sso.agc.gov.sg/Act/PSGA2018?ViewType=Pdf&_=20250509142823
Public Service (Monthly Variable Component and Non-pensionable Annual Allowance) Act 1988,https://sso.agc.gov.sg/Act/PSMVCNAAA1988?ViewType=Pdf&_=20250529133833
Public Service (Service Commissions) Act 1956,https://sso.agc.gov.sg/Act/PSSCA1956?ViewType=Pdf&_=20231229210015
Public Transport Council Act 1987,https://sso.agc.gov.sg/Act/PTCA1987?ViewType=Pdf&_=20241231111957
Public Trustee Act 1915,https://sso.agc.gov.sg/Act/PTA1915?ViewType=Pdf&_=20250529153251
Public Utilities Act 2001,https://sso.agc.gov.sg/Act/PUA2001?ViewType=Pdf&_=20250318190919
Radiation Protection Act 2007,https://sso.agc.gov.sg/Act/RPA2007?ViewType=Pdf&_=20250228123544
Railways Act 1905,https://sso.agc.gov.sg/Act/RA1905?ViewType=Pdf&_=20241101172647
Rapid Transit Systems Act 1995,https://sso.agc.gov.sg/Act/RTSA1995?ViewType=Pdf&_=20250509195438
Reciprocal Enforcement of Commonwealth Judgments (Repeal) Act 2019,https://sso.agc.gov.sg/Act/RECJRA2019?ViewType=Pdf&_=20241115113715
Reciprocal Enforcement of Foreign Judgments Act 1959,https://sso.agc.gov.sg/Act/REFJA1959?ViewType=Pdf&_=20240223130031
Redemptorist Fathers Ordinance 1948,https://sso.agc.gov.sg/Act/RFO1948?ViewType=Pdf&_=20230420164852
Registered Designs Act 2000,https://sso.agc.gov.sg/Act/RDA2000?ViewType=Pdf&_=20250308213736
Registration of Births and Deaths Act 2021,https://sso.agc.gov.sg/Act/RBDA2021?ViewType=Pdf&_=20250425133845
Registration of Criminals Act 1949,https://sso.agc.gov.sg/Act/RCA1949?ViewType=Pdf&_=20250529161534
Registration of Deeds Act 1988,https://sso.agc.gov.sg/Act/RDA1988?ViewType=Pdf&_=20250403160141
Regulation of Imports and Exports Act 1995,https://sso.agc.gov.sg/Act/RIEA1995?ViewType=Pdf&_=20250507213243
Republic of Singapore Independence Act 1965,https://sso.agc.gov.sg/Act/RSIA1965?ViewType=Pdf&_=20250228130405
Republic Polytechnic Act 2002,https://sso.agc.gov.sg/Act/RPA2002?ViewType=Pdf&_=20240918174921
Requisition of Resources Act 1985,https://sso.agc.gov.sg/Act/RRA1985?ViewType=Pdf&_=20250403160141
Residential Property Act 1976,https://sso.agc.gov.sg/Act/RPA1976?ViewType=Pdf&_=20230802212250
Resource Sustainability Act 2019,https://sso.agc.gov.sg/Act/RSA2019?ViewType=Pdf&_=20241014223919
Retirement and Re-employment Act 1993,https://sso.agc.gov.sg/Act/RRA1993?ViewType=Pdf&_=20250308183521
Revised Edition of the Laws Act 1983,https://sso.agc.gov.sg/Act/RELA1983?ViewType=Pdf&_=20250308213712
Road Traffic Act 1961,https://sso.agc.gov.sg/Act/RTA1961?ViewType=Pdf&_=20250529133521
Road Vehicles (Special Powers) Act 1960,https://sso.agc.gov.sg/Act/RVSPA1960?ViewType=Pdf&_=20250308213317
Roman Catholic Archbishop Act 1975,https://sso.agc.gov.sg/Act/RCAA1975?ViewType=Pdf&_=20220921204017
Rubber Industry Act 1992,https://sso.agc.gov.sg/Act/RIA1992?ViewType=Pdf&_=20240924143929
Saint Andrew’s Mission Hospital Ordinance 1934,https://sso.agc.gov.sg/Act/SAMHO1934?ViewType=Pdf&_=20240916204407
Sale of Commercial Properties Act 1979,https://sso.agc.gov.sg/Act/SCPA1979?ViewType=Pdf&_=20230406025215
Sale of Food Act 1973,https://sso.agc.gov.sg/Act/SFA1973?ViewType=Pdf&_=20240601033109
Sale of Goods (United Nations Convention) Act 1995,https://sso.agc.gov.sg/Act/SGUNCA1995?ViewType=Pdf&_=20250509195503
Sale of Goods Act 1979,https://sso.agc.gov.sg/Act/SGA1979?ViewType=Pdf&_=20231229163108
Salvation Army Ordinance 1939,https://sso.agc.gov.sg/Act/SAO1939?ViewType=Pdf&_=20220427053411
Sand and Granite Quarries Act 1970,https://sso.agc.gov.sg/Act/SGQA1970?ViewType=Pdf&_=20250320141330
Scheut Missions Ordinance 1938,https://sso.agc.gov.sg/Act/SMO1938?ViewType=Pdf&_=20220412003524
School Boards (Incorporation) Act 1990,https://sso.agc.gov.sg/Act/SBIA1990?ViewType=Pdf&_=20250509195503
School Crossing Patrols Act 1955,https://sso.agc.gov.sg/Act/SCPA1955?ViewType=Pdf&_=20250509192250
Science Centre Act 1970,https://sso.agc.gov.sg/Act/ScCA1970?ViewType=Pdf&_=20250509195503
Secondhand Goods Dealers Act 2007,https://sso.agc.gov.sg/Act/SGDA2007?ViewType=Pdf&_=20250320141330
Secretary of the Synod of the Diocese of Singapore Ordinance 1959,https://sso.agc.gov.sg/Act/SSDSO1959?ViewType=Pdf&_=20220909172835
Securities and Futures Act 2001,https://sso.agc.gov.sg/Act/SFA2001?ViewType=Pdf&_=20250529104617
Sentosa Development Corporation Act 1972,https://sso.agc.gov.sg/Act/SDCA1972?ViewType=Pdf&_=20241129120934
Service Lands Act 1963,https://sso.agc.gov.sg/Act/SLA1963?ViewType=Pdf&_=20240108204033
Settled Estates Act 1934,https://sso.agc.gov.sg/Act/SEA1934?ViewType=Pdf&_=20250519104206
Sewerage and Drainage Act 1999,https://sso.agc.gov.sg/Act/SDA1999?ViewType=Pdf&_=20250320154721
Shared Mobility Enterprises (Control and Licensing) Act 2020,https://sso.agc.gov.sg/Act/SMECLA2020?ViewType=Pdf&_=20250308204745
Significant Infrastructure Government Loan Act 2021,https://sso.agc.gov.sg/Act/SIGLA2021?ViewType=Pdf&_=20250509191433
Significant Investments Review Act 2024,https://sso.agc.gov.sg/Act/SIRA2024?ViewType=Pdf&_=20240719012031
Silver Support Scheme Act 2015,https://sso.agc.gov.sg/Act/SSSA2015?ViewType=Pdf&_=20250102161918
Singapore Academy of Law Act 1988,https://sso.agc.gov.sg/Act/SALA1988?ViewType=Pdf&_=20250417193314
Singapore Armed Forces Act 1972,https://sso.agc.gov.sg/Act/SAFA1972?ViewType=Pdf&_=20250320141330
Singapore Business Federation Act 2001,https://sso.agc.gov.sg/Act/SBFA2001?ViewType=Pdf&_=20240108204039
Singapore Convention on Mediation Act 2020,https://sso.agc.gov.sg/Act/SCMA2020?ViewType=Pdf&_=20230823214018
Singapore Corporation of Rehabilitative Enterprises Act 1975,https://sso.agc.gov.sg/Act/SCREA1975?ViewType=Pdf&_=20240918175018
Singapore Examinations and Assessment Board Act 2003,https://sso.agc.gov.sg/Act/SEABA2003?ViewType=Pdf&_=20240918174921
Singapore Food Agency Act 2019,https://sso.agc.gov.sg/Act/SFAA2019?ViewType=Pdf&_=20231229162608
Singapore Institute of Technology Act 2014,https://sso.agc.gov.sg/Act/SITA2014?ViewType=Pdf&_=20250509191945
Singapore Labour Foundation Act 1977,https://sso.agc.gov.sg/Act/SLFA1977?ViewType=Pdf&_=20250102161811
Singapore Land Authority Act 2001,https://sso.agc.gov.sg/Act/SLAA2001?ViewType=Pdf&_=20241205153355
Singapore Management University Act 2000,https://sso.agc.gov.sg/Act/SMUA2000?ViewType=Pdf&_=20230802212459
Singapore Polytechnic Act 1954,https://sso.agc.gov.sg/Act/SPA1954?ViewType=Pdf&_=20240412130957
Singapore Railway Transfer Ordinance 1918,https://sso.agc.gov.sg/Act/SRTO1918?ViewType=Pdf&_=20220909172835
Singapore Red Cross Society Act 1973,https://sso.agc.gov.sg/Act/SRCSA1973?ViewType=Pdf&_=20250519132817
Singapore Sports Council Act 1973,https://sso.agc.gov.sg/Act/SSCA1973?ViewType=Pdf&_=20250509114515
Singapore Totalisator Board Act 1987,https://sso.agc.gov.sg/Act/STBA1987?ViewType=Pdf&_=20241205120514
Singapore Tourism (Cess Collection) Act 1972,https://sso.agc.gov.sg/Act/STCCA1972?ViewType=Pdf&_=20230321182251
Singapore Tourism Board Act 1963,https://sso.agc.gov.sg/Act/STBA1963?ViewType=Pdf&_=20250102155327
Singapore University of Social Sciences Act 2017,https://sso.agc.gov.sg/Act/SUSSA2017?ViewType=Pdf&_=20250509191156
Singapore University of Technology and Design Act 2011,https://sso.agc.gov.sg/Act/SUTDA2011?ViewType=Pdf&_=20220811160002
Skills Development Levy Act 1979,https://sso.agc.gov.sg/Act/SDLA1979?ViewType=Pdf&_=20250308224919
SkillsFuture Singapore Agency Act 2016,https://sso.agc.gov.sg/Act/SSAA2016?ViewType=Pdf&_=20250523164820
Small Claims Tribunals Act 1984,https://sso.agc.gov.sg/Act/SCTA1984?ViewType=Pdf&_=20230802212419
Small Motorised Vehicles (Safety) Act 2020,https://sso.agc.gov.sg/Act/SMVSA2020?ViewType=Pdf&_=20250509191156
Smoking (Prohibition in Certain Places) Act 1992,https://sso.agc.gov.sg/Act/SPCPA1992?ViewType=Pdf&_=20250102155209
Societies Act 1966,https://sso.agc.gov.sg/Act/SA1966?ViewType=Pdf&_=20250208021422
Society of Saint Maur Incorporation Ordinance 1923,https://sso.agc.gov.sg/Act/SSMIO1923?ViewType=Pdf&_=20241205125013
Spam Control Act 2007,https://sso.agc.gov.sg/Act/SCA2007?ViewType=Pdf&_=20240705174756
Stamp Duties Act 1929,https://sso.agc.gov.sg/Act/SDA1929?ViewType=Pdf&_=20250529104617
State Courts Act 1970,https://sso.agc.gov.sg/Act/SCA1970?ViewType=Pdf&_=20241004120307
State Immunity Act 1979,https://sso.agc.gov.sg/Act/SIA1979?ViewType=Pdf&_=20241227210745
State Lands Act 1920,https://sso.agc.gov.sg/Act/SLA1920?ViewType=Pdf&_=20241231102308
State Lands Protection Act 2022,https://sso.agc.gov.sg/Act/SLPA2022?ViewType=Pdf&_=20241205153355
States of Malaya Customs Duties Collection Act 1958,https://sso.agc.gov.sg/Act/SMCDCA1958?ViewType=Pdf&_=20230420164856
Statistics Act 1973,https://sso.agc.gov.sg/Act/SA1973?ViewType=Pdf&_=20240601033052
Status of Children (Assisted Reproduction Technology) Act 2013,https://sso.agc.gov.sg/Act/SCARTA2013?ViewType=Pdf&_=20240924025421
Statutory Boards (Taxable Services) Act 1968,https://sso.agc.gov.sg/Act/SBTSA1968?ViewType=Pdf&_=20240329163925
Statutory Bodies and Government Companies (Protection of Secrecy) Act 1983,https://sso.agc.gov.sg/Act/SBGCPSA1983?ViewType=Pdf&_=20250509142823
Statutory Corporations (Contributions to Consolidated Fund) Act 1989,https://sso.agc.gov.sg/Act/SCCCFA1989?ViewType=Pdf&_=20250509142823
Straits Settlements and Johore Territorial Waters (Agreement) Act 1928,https://sso.agc.gov.sg/Act/SSJTWAA1928?ViewType=Pdf&_=20230420164856
Strategic Goods (Control) Act 2002,https://sso.agc.gov.sg/Act/SGCA2002?ViewType=Pdf&_=20250509114515
Street Works Act 1995,https://sso.agc.gov.sg/Act/SWA1995?ViewType=Pdf&_=20241231112029
Sultan Hussain Ordinance 1904,https://sso.agc.gov.sg/Act/SHO1904?ViewType=Pdf&_=20230823110729
Supplementary Supply (FY 2024) Act 2025,https://sso.agc.gov.sg/Act/SSFY2024A2025?ViewType=Pdf&_=20250326034046
Supply Act 2024,https://sso.agc.gov.sg/Act/SA2024?ViewType=Pdf&_=20240412130945
Supply Act 2025,https://sso.agc.gov.sg/Act/SA2025?ViewType=Pdf&_=20250320194017
